epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,145.682,1.68605,2.77549,2.61154,0.06088,0.81336,0.66691,0.77974,0.48577,1.33556,0.9844,2.14732,0.03436,0.00199561,0.000665205,0.00199561,0.000665205,0.00199561,0.000665205,0.00199561,0.000665205
